Datum;DE0007037129;DE0007164600;US5949181045;US4581401001;DE0005557508;DE000BASF111;DE000ENAG999;AU000000CUV3;DE000A0JK2A8;DE000A2YN900;^GDAXI;^MDAXI;^GSPC;WDI.DE;9BT.SG;VNRX;IE00B9KNR336;GB00B03MM408;GAZ.BE;CA3499151080
2018-09-03;21,91;103,64;96,82;41,52;13,975;79,60;;;43,24;;12.346,41;26.820,51;;;;;40,465;29,15;3,78;7,27
2018-09-04;21,70;102,40;96,72;41,42;13,74;78,27;10,47;10,90;43,46;;12.210,21;26.551,31;2.896,72;;;2,39;40,305;29,085;3,73;7,48
2018-09-05;21,01;99,22;93,41;41,17;13,445;77,25;;9,84;43,00;;12.040,46;26.252,84;2.888,60;;;2,43;39,625;28,70;3,70;7,57
2018-09-06;21,57;98,76;93,10;40,99;13,435;76,83;;10,66;42,84;;11.955,25;26.130,54;2.878,05;;;2,32;39,245;28,25;3,72;7,45
2018-09-07;21,69;100,56;93,73;40,78;13,585;76,94;;10,75;42,84;;11.959,63;26.180,71;2.871,68;;;2,23;39,365;28,14;3,64;7,38
2018-09-10;22,12;101,98;94,04;40,00;13,645;76,35;;12,95;43,18;;11.986,34;26.339,55;2.877,13;;;2,25;39,08;28,05;3,69;7,60
2018-09-11;22,36;102,84;95,37;39,37;13,70;76,30;10,47;;;;11.970,27;26.347,61;2.887,89;;;2,46;39,035;28,365;3,68;7,41
2018-09-12;21,55;104,20;95,72;38,45;13,66;77,16;10,35;;43,42;;12.032,30;26.418,35;2.888,92;;;2,32;39,035;28,62;3,75;7,37
2018-09-13;21,48;103,70;96,58;38,83;13,70;77,98;;;43,60;;12.055,55;26.259,62;2.904,18;;;2,25;39,215;28,505;3,85;7,40
2018-09-14;21,56;104,20;97,14;39,08;13,745;77,88;;12,95;44,72;;12.124,33;26.337,08;2.904,98;;;2,22;;28,55;3,83;7,40
2018-09-17;21,59;102,90;96,22;39,06;13,765;77,87;;12,86;44,04;;12.096,41;26.279,98;2.888,80;;;2,21;;28,655;3,91;7,41
2018-09-18;21,69;103,20;97,00;39,62;13,895;78,34;10,35;;44,60;;12.157,67;26.249,17;2.904,31;;;2,21;;29,08;4,00;7,45
2018-09-19;21,36;102,14;95,88;39,54;13,745;79,24;9,99;12,86;45,28;;12.219,02;26.248,94;2.907,95;;;2,28;;29,145;4,05;7,63
2018-09-20;21,46;101,64;96,76;39,95;13,84;80,32;10,21;13,52;45,06;;12.326,48;26.325,51;2.930,75;;;2,28;;29,16;4,01;7,60
2018-09-21;21,34;104,10;97,28;40,00;13,90;81,63;10,15;13,75;44,86;;12.430,88;26.344,15;2.929,67;;;2,34;;29,505;4,06;7,66
2018-09-24;21,04;103,46;97,21;39,64;13,80;80,93;;14,54;44,90;;12.350,82;26.106,25;2.919,37;;;2,37;;29,82;4,03;7,66
2018-09-25;21,18;107,00;97,18;39,35;13,845;79,83;10,15;15,20;44,48;;12.374,66;26.095,22;2.915,56;;;2,39;;30,50;4,15;7,97
2018-09-26;21,60;107,80;97,63;39,22;13,97;78,72;10,52;15,98;44,82;;12.385,89;26.179,09;2.905,97;;;2,44;;30,475;4,14;8,07
2018-09-27;21,77;107,80;98,30;39,47;14,075;78,36;;15,80;45,74;;12.435,59;26.148,29;2.914,00;;;2,45;;30,49;4,09;7,78
2018-09-28;21,25;106,00;98,36;40,65;13,885;76,55;10,52;15,80;45,58;;12.246,73;25.997,86;2.913,98;;;2,59;;30,65;4,26;7,84
2018-10-01;20,96;106,68;99,83;40,24;13,89;76,63;10,03;15,40;45,06;;12.339,03;26.176,94;2.924,59;;;2,85;;30,90;4,30;7,86
2018-10-02;21,13;106,06;100,09;42,18;13,855;76,26;10,08;15,65;44,54;;12.287,58;25.956,93;2.923,43;;;2,87;;30,695;4,32;7,76
2018-10-03;;;;;;;10,27;15,40;;;;;2.925,51;;;2,88;;;;
2018-10-04;20,43;106,08;98,06;41,70;14,065;75,34;;15,40;43,96;;12.244,14;25.629,10;2.901,61;;;2,85;;30,955;4,48;7,70
2018-10-05;18,69;104,22;97,01;40,85;14,015;74,69;;15,27;43,02;;12.111,90;25.276,32;2.885,57;;;2,80;;30,435;4,35;7,63
2018-10-08;18,13;102,04;96,45;40,83;13,95;74,22;;14,97;43,50;;11.947,16;24.862,36;2.884,43;;;2,79;;30,025;4,50;7,62
2018-10-09;17,67;103,80;98,24;41,00;13,91;73,29;10,27;13,52;42,74;;11.977,22;24.785,27;2.880,34;;;2,77;;30,565;4,60;7,50
2018-10-10;17,105;98,71;93,80;39,50;14,285;71,69;9,77;13,55;40,76;;11.712,50;24.133,44;2.785,68;;;2,62;;30,11;4,32;7,61
2018-10-11;17,32;97,08;92,71;38,61;14,00;70,00;9,77;12,90;39,74;;11.539,35;23.787,23;2.728,37;;;2,54;;29,185;4,24;7,15
2018-10-12;17,52;98,07;94,07;38,81;13,855;69,02;9,64;12,90;40,24;;11.523,81;23.870,99;2.767,13;;;2,85;;28,95;4,35;7,31
2018-10-15;17,475;98,01;94,21;38,88;14,145;69,17;;13,67;40,82;;11.614,16;23.749,94;2.750,79;;;2,80;;29,27;4,41;7,36
2018-10-16;17,62;100,96;95,33;39,42;14,26;69,23;9,64;;41,66;;11.776,55;24.443,52;2.809,92;;;2,82;;29,225;4,37;7,27
2018-10-17;17,56;100,34;95,43;39,62;14,395;69,02;9,84;;41,32;;11.715,03;24.413,66;2.809,21;;;2,76;;29,31;4,37;7,48
2018-10-18;17,625;94,38;94,39;39,30;14,55;68,18;9,84;;41,16;;11.589,21;24.354,05;2.768,78;;;2,71;;29,185;4,25;7,49
2018-10-19;17,995;95,30;95,56;38,82;14,655;67,65;9,93;;40,04;;11.553,83;24.148,60;2.767,78;;;2,80;;29,515;4,24;7,56
2018-10-22;18,00;94,99;95,87;38,65;14,565;67,49;;;40,40;;11.524,34;24.038,28;2.755,88;;;2,71;;29,295;4,17;7,68
2018-10-23;17,725;92,60;92,44;38,57;14,42;66,68;9,93;13,67;39,76;;11.274,28;23.410,66;2.740,69;;;2,85;;28,465;4,08;7,48
2018-10-24;17,655;91,68;92,23;38,02;14,55;65,80;9,72;12,49;38,74;;11.191,63;23.278,15;2.656,10;;;2,62;;28,37;4,11;7,45
2018-10-25;17,71;93,68;95,17;38,70;14,435;66,66;9,64;12,15;39,40;;11.307,12;23.664,56;2.705,57;;;2,58;;28,225;4,16;7,02
2018-10-26;17,245;92,99;93,77;40,27;14,20;66,45;;;39,48;;11.200,62;23.478,22;2.658,69;;;2,51;;28,03;4,14;6,86
2018-10-29;17,295;92,63;92,84;40,07;14,215;66,66;;12,15;40,20;;11.335,48;23.713,40;2.641,25;;;2,37;;28,195;4,13;6,57
2018-10-30;17,01;92,61;89,82;41,53;14,385;66,18;;11,24;40,52;;11.287,39;23.687,43;2.682,63;;;2,45;;28,28;4,09;6,69
2018-10-31;17,22;94,66;94,96;41,90;14,495;68,03;;12,10;41,14;;11.447,51;24.180,16;2.711,74;;;2,30;;29,30;4,14;7,09
2018-11-01;17,40;93,46;93,24;42,13;14,45;67,78;;;41,26;;11.468,54;24.337,62;2.740,37;;;2,37;;28,51;4,14;6,94
2018-11-02;17,69;94,39;92,99;41,68;14,39;69,51;;12,10;41,20;;11.518,99;24.473,93;2.723,06;;;2,38;;28,37;4,12;7,10
2018-11-05;17,825;93,78;93,19;41,66;14,47;69,46;;13,63;40,38;;11.494,96;24.250,56;2.738,31;;;2,57;;28,75;4,14;7,07
2018-11-06;17,84;93,42;93,95;41,53;14,505;68,82;;13,63;41,32;;11.484,34;24.203,29;2.755,45;;;2,63;;28,575;4,16;7,04
2018-11-07;18,41;94,62;97,29;42,04;14,68;69,33;9,64;14,61;41,06;;11.579,10;24.421,25;2.813,89;;;2,75;;28,755;4,13;7,10
2018-11-08;18,42;94,33;97,65;43,08;14,66;69,06;10,00;15,10;40,64;;11.527,32;24.334,47;2.806,83;;;2,70;;28,725;4,18;7,27
2018-11-09;18,565;95,17;96,85;42,46;14,695;68,85;;14,27;41,64;;11.529,16;24.178,74;2.781,01;;;2,73;;28,62;4,00;8,22
2018-11-12;18,435;89,80;94,58;41,69;14,685;67,82;;13,42;40,50;;11.325,44;23.842,77;2.726,22;;;2,51;;28,78;4,02;8,27
2018-11-13;18,625;91,88;96,05;42,56;14,915;69,58;10,00;13,19;39,56;;11.472,22;24.096,94;2.722,18;;;2,30;;28,485;3,95;8,11
2018-11-14;18,765;91,94;93,28;41,76;14,965;69,17;10,27;12,80;39,98;;11.412,53;24.034,35;2.701,58;;;2,19;;28,135;3,99;7,81
2018-11-15;18,44;92,15;93,35;41,93;14,93;69,65;10,21;;39,74;;11.353,67;23.757,70;2.730,20;;;2,35;;27,94;4,13;7,93
2018-11-16;19,08;91,70;94,39;42,73;15,13;69,37;;12,80;40,10;;11.341,00;23.700,89;2.736,27;;;2,28;;28,02;4,11;7,95
2018-11-19;19,30;88,95;91,82;42,27;15,17;69,02;;12,49;39,98;;11.244,54;23.407,69;2.690,73;;;2,35;;27,77;4,09;8,45
2018-11-20;19,17;88,04;89,42;41,84;15,185;66,16;;11,82;38,38;;11.066,41;23.003,77;2.641,89;;;2,14;;27,295;;8,51
2018-11-21;19,245;89,30;91,02;41,75;15,305;66,95;;;38,56;;11.244,17;23.304,69;2.649,93;;;2,15;;27,88;4,05;8,52
2018-11-22;19,20;88,52;89,13;40,73;15,11;65,73;;;38,18;;11.138,49;23.093,08;;;;;;28,055;4,06;8,49
2018-11-23;18,975;89,35;90,98;41,27;15,22;65,70;;;38,54;;11.192,69;23.210,66;2.632,56;;;2,25;;26,68;4,08;8,50
2018-11-26;19,41;90,00;92,89;41,39;15,375;66,15;;;40,04;;11.354,72;23.457,21;2.673,45;;;2,35;;27,475;3,95;8,48
2018-11-27;19,395;90,19;94,43;42,48;15,48;65,20;;;39,98;;11.309,11;23.402,17;2.682,17;;;2,35;;27,375;4,01;8,69
2018-11-28;19,25;90,83;96,05;42,49;15,38;65,19;;;39,44;;11.298,88;23.417,52;2.743,79;;;2,22;;27,495;4,39;8,65
2018-11-29;19,05;91,10;96,50;42,21;15,385;64,86;;;39,52;;11.298,23;23.633,89;2.737,80;;;2,34;;27,545;4,37;8,60
2018-11-30;19,065;90,92;97,20;42,77;15,485;64,37;;;38,80;;11.257,24;23.453,53;2.760,17;;;2,24;;27,40;4,24;8,53
2018-12-03;19,285;92,51;98,46;44,02;15,445;65,34;;;39,72;;11.465,46;23.768,29;2.790,37;;;2,29;;28,00;4,39;8,34
2018-12-04;19,31;91,95;98,52;43,22;15,43;64,00;;;39,00;;11.335,32;23.392,14;2.700,06;;;2,27;;27,995;4,31;8,10
2018-12-05;19,39;90,31;96,27;42,36;15,32;63,01;;;38,86;;11.200,24;23.175,70;;;;;;27,40;4,24;8,33
2018-12-06;18,84;87,92;93,15;41,56;15,03;60,95;;11,82;37,38;;10.810,98;22.447,75;2.695,95;;;2,09;;26,255;4,18;8,05
2018-12-07;18,995;88,67;93,42;41,42;15,11;60,69;10,21;12,29;37,14;;10.788,09;22.535,45;2.633,08;;;2,07;;26,915;4,19;8,30
2018-12-10;18,405;88,46;91,98;40,88;14,985;58,40;9,72;11,32;34,04;;10.622,07;22.072,21;2.637,72;;;2,10;;26,105;4,25;8,07
2018-12-11;18,63;89,85;96,32;42,31;15,075;58,88;;11,74;33,54;;10.780,51;22.220,88;2.636,78;;;2,07;;26,63;4,15;8,02
2018-12-12;19,225;91,23;97,72;42,54;15,19;59,68;;11,74;33,28;;10.929,43;22.622,15;2.651,07;;;2,12;;26,75;4,18;8,29
2018-12-13;19,59;90,78;96,26;42,50;15,075;60,38;;12,61;33,72;;10.924,70;22.480,77;2.650,54;;;;;26,71;4,15;8,45
2018-12-14;19,515;89,94;95,76;42,90;15,105;60,10;;12,61;32,38;;10.865,77;22.281,45;2.599,95;;;2,10;;26,66;4,08;8,22
2018-12-17;19,35;88,66;92,54;42,50;15,215;59,24;;12,64;32,14;;10.772,20;21.915,28;2.545,94;;;2,04;;26,315;4,09;8,17
2018-12-18;19,14;87,75;90,65;42,14;15,14;59,46;9,72;12,64;32,00;;10.740,89;21.927,20;2.546,16;;;1,90;;25,77;3,99;7,81
2018-12-19;19,32;89,22;92,32;41,22;15,375;60,34;10,13;13,00;33,32;;10.766,21;21.980,51;2.506,96;;;1,70;;26,07;3,92;7,86
2018-12-20;19,155;87,77;88,51;40,06;15,125;59,75;10,19;13,00;32,00;;10.611,10;21.523,65;2.467,42;;;1,72;;25,635;3,95;7,64
2018-12-21;19,095;86,42;88,50;40,24;15,01;60,72;9,84;12,58;31,10;;10.633,82;21.605,17;2.416,62;;;1,88;;25,62;3,85;7,39
2018-12-24;;;;;;;9,63;12,58;;;;;2.351,10;;;1,84;;;;
2018-12-26;;;;;;;9,53;12,48;;;;;2.467,70;;;1,86;;;;
2018-12-27;18,49;85,79;86,22;39,77;14,59;59,67;8,524;11,02;30,78;;10.381,51;21.301,26;2.488,83;;;1,84;;25,40;3,87;7,46
2018-12-28;18,965;86,93;88,78;40,69;14,82;60,40;8,627;10,94;31,72;;10.558,96;21.588,09;2.485,74;;;1,84;;25,95;3,86;7,38
2018-12-31;;;;;;;9,83;12,60;;;;;2.506,85;;;1,81;;;;
2019-01-02;19,30;87,01;88,75;41,38;14,82;60,72;8,90;10,94;31,96;;10.580,19;21.700,04;2.510,03;;;2,20;;26,525;3,95;7,45
2019-01-03;19,525;84,31;86,67;39,82;14,93;60,02;8,998;11,19;31,50;;10.416,66;21.398,35;2.447,89;;;2,19;;26,505;3,91;7,70
2019-01-04;19,925;86,44;89,18;41,00;15,045;63,19;9,083;11,21;32,48;;10.767,69;22.038,06;2.531,94;;;2,37;;27,085;4,06;7,47
2019-01-07;19,90;86,62;89,52;41,34;15,065;62,90;8,981;12,11;33,44;;10.747,81;22.173,73;2.549,69;;;2,42;;26,965;4,08;7,69
2019-01-08;19,98;87,97;88,99;40,88;14,865;63,22;9,027;12,07;34,14;;10.803,98;22.487,68;2.574,41;;;2,30;;26,975;4,11;7,78
2019-01-09;19,975;89,18;90,43;41,74;14,77;63,33;8,934;12,06;34,82;;10.893,32;22.778,36;2.584,96;;;2,38;;26,95;4,12;7,78
2019-01-10;20,26;89,44;89,89;41,67;14,78;63,50;9,02;13,00;34,98;;10.921,59;22.709,52;2.596,64;;;2,36;;27,175;4,13;7,72
2019-01-11;20,13;89,00;88,91;42,64;14,735;63,03;9,007;13,42;34,82;;10.887,46;22.669,27;2.596,26;;;2,33;;27,075;4,18;7,69
2019-01-14;19,855;88,07;88,83;42,40;14,705;62,61;9,034;14,30;34,14;;10.855,91;22.572,40;2.582,61;;;2,32;;27,085;4,11;7,74
2019-01-15;19,95;89,30;91,42;42,62;14,685;63,00;9,087;14,05;33,92;;10.891,79;22.637,99;2.610,30;;;;;27,245;4,15;7,80
2019-01-16;19,765;89,47;92,69;42,68;14,675;62,87;9,011;14,12;34,20;;10.931,24;22.780,09;2.616,10;;;;;26,95;4,08;7,97
2019-01-17;19,88;90,48;92,59;42,45;14,59;63,00;9,045;13,94;33,70;;10.918,62;22.735,42;2.635,96;;;2,29;;26,77;4,10;8,23
2019-01-18;20,25;93,10;94,56;43,38;14,89;65,60;9,133;13,91;34,90;;11.205,54;23.175,11;2.670,71;;;2,34;;27,555;4,15;8,16
2019-01-21;19,62;91,97;94,22;43,12;14,53;65,15;9,031;14,14;35,74;;11.136,20;23.351,97;;;;;;27,945;4,15;8,11
2019-01-22;19,65;91,36;93,88;42,74;14,54;64,34;9,068;13,95;35,04;;11.090,11;23.322,64;2.632,90;;;2,53;;26,985;4,13;8,08
2019-01-23;20,65;91,60;93,21;42,04;14,455;63,16;9,167;13,78;35,66;;11.071,54;23.418,57;2.638,70;;;2,24;;26,535;4,20;7,96
2019-01-24;21,34;92,49;93,31;43,69;14,19;63,49;9,399;13,55;37,56;;11.130,18;23.573,36;2.642,33;;;2,32;;26,695;4,26;7,96
2019-01-25;21,36;92,66;94,11;40,81;14,095;65,09;9,472;13,89;36,90;;11.281,79;23.822,92;2.664,76;;;2,32;;26,63;4,26;7,93
2019-01-28;21,28;92,36;91,89;40,51;14,20;64,54;9,425;14,10;37,80;;11.210,31;23.584,43;2.643,85;;;2,33;;26,055;4,18;7,78
2019-01-29;21,62;89,81;89,69;40,71;14,285;65,24;9,616;13,85;37,98;;11.218,83;23.689,33;2.640,00;;;2,52;;26,10;4,20;7,86
2019-01-30;21,53;88,83;92,00;40,85;14,235;65,51;9,593;13,96;37,48;;11.181,66;23.842,52;2.681,05;;;2,54;;26,565;4,36;7,63
2019-01-31;21,64;90,25;90,69;40,32;14,19;63,82;9,68;13,25;37,40;;11.173,10;23.674,52;2.704,10;;;2,71;;27,61;4,38;7,80
2019-02-01;21,72;90,79;90,10;42,34;14,21;64,49;9,673;13,38;36,96;;11.180,66;23.746,71;2.706,53;;;2,84;;27,945;4,26;7,96
2019-02-04;21,57;90,97;92,24;42,68;14,155;64,75;9,611;13,38;36,48;;11.176,58;23.791,11;2.724,87;;;2,90;;28,095;4,33;8,10
2019-02-05;21,69;92,90;93,50;44,25;14,485;66,16;9,762;14,20;37,22;;11.367,98;24.102,46;2.737,70;;;2,90;;28,53;4,38;8,21
2019-02-06;21,51;92,91;93,20;43,98;14,34;65,85;9,59;14,18;38,16;;11.324,72;24.115,05;2.731,61;;;2,85;;28,65;4,37;8,23
2019-02-07;21,45;90,96;92,48;43,16;14,185;63,16;9,478;14,20;36,24;;11.022,02;23.489,62;2.706,05;;;2,91;;28,29;4,30;8,23
2019-02-08;21,55;91,66;92,44;42,52;14,14;62,56;9,45;14,05;35,22;;10.906,78;23.205,78;2.707,88;;;2,86;;28,265;4,24;7,90
2019-02-11;22,03;92,47;93,48;43,25;14,16;63,31;9,578;14,07;35,64;;11.014,59;23.476,46;2.709,80;;;3,16;;28,435;4,30;7,91
2019-02-12;22,41;92,40;94,59;44,13;14,155;65,00;9,627;14,39;36,28;;11.126,08;23.701,33;2.744,73;;;3,19;;28,55;4,30;7,93
2019-02-13;22,11;93,36;94,78;44,59;14,165;64,85;9,597;14,58;37,04;;11.167,22;23.846,80;2.753,03;;;2,91;;28,78;4,27;8,13
2019-02-14;22,43;93,56;94,57;44,77;14,145;64,52;9,661;14,78;36,04;;11.089,79;23.929,42;2.745,73;;;2,85;;28,30;4,16;7,97
2019-02-15;22,34;94,30;95,77;45,42;14,26;66,32;9,64;14,22;36,32;;11.299,80;24.324,40;2.775,60;;;2,88;;28,19;4,12;7,99
2019-02-18;22,26;94,21;96,15;45,50;14,38;66,14;9,638;14,75;37,04;;11.299,20;24.463,48;;;;;;28,295;4,14;8,02
2019-02-19;22,38;94,02;95,44;45,43;14,48;65,86;9,699;15,08;36,82;;11.309,21;24.375,67;2.779,76;;;2,86;;28,265;4,14;8,25
2019-02-20;22,37;94,45;94,52;45,18;14,58;66,32;9,67;15,70;36,94;;11.401,97;24.401,04;2.784,70;;;2,91;;28,46;4,08;8,14
2019-02-21;22,07;94,77;96,03;45,42;14,635;65,74;9,687;15,21;37,06;;11.423,28;24.301,56;2.774,88;;;2,92;;28,215;4,10;7,97
2019-02-22;21,94;95,41;98,08;46,69;14,68;65,25;9,74;15,11;36,58;;11.457,70;24.362,51;2.792,67;;;2,83;;28,195;4,08;7,85
2019-02-25;21,89;94,98;98,57;47,01;14,58;64,79;9,745;15,17;38,36;;11.505,39;24.359,42;2.796,11;;;2,88;;28,075;4,16;7,88
2019-02-26;21,99;94,52;99,24;46,88;14,495;67,56;9,818;15,78;38,96;;11.540,79;24.377,46;2.793,90;;;2,88;;28,335;4,10;7,69
2019-02-27;21,47;93,81;98,35;46,65;14,48;67,28;9,698;16,32;39,50;;11.487,33;24.251,02;2.792,38;;;2,89;;28,28;4,11;7,81
2019-02-28;21,46;94,20;98,49;46,50;14,485;66,99;9,685;16,73;39,80;;11.515,64;24.385,72;2.784,49;;;2,95;;28,015;4,10;7,66
2019-03-01;21,66;94,89;98,41;46,67;14,525;68,06;9,738;16,39;40,34;;11.601,68;24.657,69;2.803,69;;;3,23;;27,865;4,18;7,65
2019-03-04;21,50;94,68;98,70;47,27;14,585;68,31;9,648;16,50;39,58;;11.592,66;24.727,85;2.792,81;;;3,11;;27,95;4,11;7,64
2019-03-05;21,52;95,37;98,77;47,53;14,69;68,13;9,639;17,40;39,42;;11.620,74;24.724,41;2.789,65;;;3,30;;28,16;4,07;7,63
2019-03-06;21,31;95,20;98,64;47,00;14,685;68,08;9,62;17,70;39,90;;11.587,63;24.691,47;2.771,45;;;3,14;;28,10;4,07;7,58
2019-03-07;21,59;95,32;98,62;46,92;14,87;67,06;9,72;17,53;39,18;;11.517,80;24.440,48;2.748,93;;;3,20;;28,13;4,05;7,53
2019-03-08;21,62;95,60;97,55;46,60;14,865;66,40;9,727;17,00;38,48;;11.457,84;24.300,16;2.743,07;;;2,92;;27,495;4,02;7,46
2019-03-11;21,68;95,84;100,48;47,62;14,965;66,86;9,849;16,66;39,66;;11.543,48;24.561,22;2.783,30;;;3,19;;27,84;4,00;7,53
2019-03-12;22,04;95,60;100,84;47,69;15,005;66,80;9,809;17,70;39,72;;11.524,17;24.651,11;2.791,52;;;3,24;;27,735;4,06;7,50
2019-03-13;21,66;96,40;101,33;47,92;15,11;67,08;9,603;18,03;40,06;;11.572,41;24.857,45;2.810,92;;;3,45;;28,14;4,03;7,39
2019-03-14;22,06;97,00;101,70;47,82;15,19;66,19;9,555;18,02;40,00;;11.587,47;25.024,49;2.808,48;;;2,97;;28,385;4,11;7,20
2019-03-15;22,49;99,35;103,46;48,01;15,46;67,51;9,538;17,94;40,72;;11.685,69;25.150,78;2.822,48;;;2,90;;28,62;4,09;7,17
2019-03-18;22,55;98,85;102,72;47,60;15,65;66,95;9,60;18,69;40,40;;11.657,06;25.220,23;2.832,94;;;3,00;;28,49;4,23;7,23
2019-03-19;22,38;100,14;103,64;47,92;15,69;67,80;9,694;18,62;40,32;;11.788,41;25.395,51;2.832,57;;;3,18;;28,905;4,20;7,12
2019-03-20;22,27;100,10;103,04;47,36;15,665;67,50;9,824;16,93;;;11.603,89;25.080,93;2.824,23;;;2,92;;28,81;4,17;7,15
2019-03-21;23,05;100,10;104,29;47,95;15,80;67,08;9,92;16,90;40,40;;11.549,96;25.121,20;2.854,88;;;2,91;;28,82;4,17;7,15
2019-03-22;23,75;98,68;104,55;47,34;15,645;65,51;9,972;15,85;40,20;;11.364,17;24.711,11;2.800,71;;;3,09;;28,47;4,20;7,35
2019-03-25;24,33;98,64;103,88;46,52;15,55;65,32;9,981;15,80;39,36;;11.346,65;24.618,07;2.798,36;;;3,08;;28,225;4,09;7,40
2019-03-26;23,88;100,86;104,05;47,12;15,635;65,27;9,973;15,99;39,72;;11.419,48;24.829,84;2.818,46;;;3,01;;28,515;4,11;7,48
2019-03-27;23,95;100,24;103,23;47,17;15,635;65,12;9,98;15,80;39,92;;11.419,04;24.713,48;2.805,37;;;3,05;;28,345;4,09;7,58
2019-03-28;23,76;101,44;103,96;47,15;15,53;65,54;9,932;15,59;39,70;;11.428,16;24.550,75;2.815,44;;;3,15;;28,32;4,04;7,70
2019-03-29;23,90;103,00;104,78;47,74;14,795;65,53;9,912;15,84;40,58;;11.526,04;24.722,02;2.834,40;;;3,25;;28,80;4,04;7,66
2019-04-01;23,66;103,00;105,89;48,46;14,834;66,66;9,826;16,14;40,22;;11.681,99;25.064,45;2.867,19;;;3,17;;28,79;4,03;7,77
2019-04-02;23,73;103,10;106,33;48,66;14,824;67,18;9,917;16,58;41,92;;11.754,79;25.155,47;2.867,24;;;3,22;;28,86;4,18;7,64
2019-04-03;24,00;103,84;107,06;49,67;14,946;69,37;10,05;16,75;43,52;;11.954,40;25.561,80;2.873,40;;;;;29,08;4,18;7,67
2019-04-04;23,70;103,64;105,99;49,73;15,052;69,12;10,022;17,23;43,16;;11.988,01;25.473,25;2.879,39;;;3,20;;29,005;4,20;7,55
2019-04-05;23,93;102,50;106,99;49,32;14,984;69,46;10,016;16,63;43,40;;12.009,75;25.544,72;2.892,74;;;3,20;;29,32;4,30;7,52
2019-04-08;23,73;101,88;106,30;49,29;14,974;69,22;10,042;16,40;42,50;;11.963,40;25.438,37;2.895,77;;;3,10;;29,56;4,29;7,55
2019-04-09;23,85;98,38;105,78;48,92;14,968;68,71;10,04;16,23;41,18;;11.850,57;25.156,64;2.878,20;;;3,16;;29,305;4,395;7,482
2019-04-10;24,12;99,70;106,74;49,48;14,926;68,83;10,076;16,20;41,50;;11.905,91;25.165,84;2.888,21;;;3,29;;29,37;4,503;7,511
2019-04-11;23,73;99,67;106,82;49,71;14,86;69,61;10,048;16,60;41,30;;11.935,20;25.250,52;2.888,32;;;3,39;;29,39;4,453;7,43
2019-04-12;23,63;99,39;106,66;49,46;14,828;71,79;9,918;16,20;41,92;;11.999,93;25.461,69;2.907,41;;;3,46;;29,29;4,319;7,397
2019-04-15;23,59;99,76;107,08;49,555;14,952;72,15;9,873;16,39;42,34;;12.020,28;25.582,79;2.905,58;;;3,35;;29,205;4,318;7,468
2019-04-16;23,01;99,47;107,38;50,70;14,95;72,93;9,73;16,24;43,12;;12.101,32;25.774,37;2.907,06;;;3,34;;29,14;4,38;7,533
2019-04-17;22,89;99,37;107,10;51,94;14,78;73,93;9,762;15,57;43,40;;12.153,07;25.796,82;2.900,45;;;3,22;;29,17;4,445;7,576
2019-04-18;22,90;100,48;108,66;52,27;14,888;74,16;9,83;14,41;43,94;;12.222,39;25.855,72;2.905,03;;;3,39;;29,025;4,478;7,488
2019-04-22;;;;;;;;;;;;;2.907,97;;;3,36;;;;
2019-04-23;22,91;101,84;111,30;52,42;15,00;74,49;9,82;14,35;44,14;;12.235,51;26.038,47;2.933,68;;;3,47;;29,62;4,481;7,486
2019-04-24;22,76;114,62;111,74;52,94;14,824;73,17;9,603;13,99;44,02;;12.313,16;26.003,33;2.927,25;;;3,30;;29,125;4,483;7,459
2019-04-25;22,61;115,04;116,68;51,58;14,92;72,76;9,669;13,95;43,66;;12.282,60;25.836,00;2.926,17;;;3,40;;29,16;4,377;7,512
2019-04-26;22,80;114,34;116,14;46,59;14,96;72,82;9,648;14,44;44,00;;12.315,18;25.911,71;2.939,88;;;3,40;;28,75;4,395;7,571
2019-04-29;22,60;115,00;116,10;46,00;14,95;72,48;9,598;15,28;44,38;;12.328,02;26.074,23;2.943,03;;;;;28,66;4,514;7,556
2019-04-30;22,77;114,58;115,78;45,605;14,914;72,49;9,568;15,21;44,26;;12.344,08;26.044,37;2.945,83;;;;;29,005;4,482;7,542
2019-05-01;;;;;;;;;;;;;2.923,73;;;3,60;;;;
2019-05-02;22,36;113,10;113,36;45,28;14,99;72,33;9,428;14,86;44,76;;12.345,42;25.881,58;2.917,52;;;3,37;;29,145;4,499;7,542
2019-05-03;22,57;113,66;114,74;45,615;14,918;72,87;9,38;15,29;44,48;;12.412,75;25.960,81;2.945,64;;;3,32;;29,39;4,52;7,558
2019-05-06;21,57;112,50;114,16;45,51;14,894;69,00;9,39;14,91;43,50;;12.286,88;25.659,91;2.932,47;;;3,22;;29,08;4,444;7,596
2019-05-07;21,99;110,06;112,48;45,13;14,862;66,45;9,502;15,54;43,56;;12.092,74;25.458,86;2.884,05;;;3,26;;28,065;4,513;7,478
2019-05-08;22,06;111,10;112,06;44,935;14,93;66,73;9,392;16,67;43,72;;12.179,93;25.644,04;2.879,42;;;3,33;;28,46;4,456;7,359
2019-05-09;21,79;110,08;110,48;41,225;14,846;65,52;9,415;16,70;43,22;;11.973,92;25.224,04;2.870,72;;;3,28;;28,37;4,445;7,212
2019-05-10;22,15;110,24;110,40;40,33;14,914;65,23;9,522;16,57;43,18;;12.059,83;25.488,53;2.881,40;;;3,40;;28,555;4,45;7,234
