Datum;DE0007037129;DE0007164600;US5949181045;US4581401001;DE0005557508;DE000BASF111;DE000ENAG999;AU000000CUV3;DE000A0JK2A8;DE000A2YN900;^GDAXI;^MDAXI;^GSPC;WDI.DE;9BT.SG;VNRX;IE00B9KNR336;GB00B03MM408;GAZ.BE;CA3499151080
2010-03-01;62,721;33,445;;;9,573;42,105;;;4,007;;5.713,51;7.543,85;1.115,71;;;;;19,60;;
2010-03-02;62,91;33,87;;;9,54;42,14;;;4,013;;5.776,56;7.651,83;1.118,31;;;;;19,47;;
2010-03-03;63,09;33,62;;;9,56;42,275;;;4,00;;5.817,88;7.708,54;1.118,79;;;;;;;
2010-03-04;62,711;33,84;;;9,571;41,75;;0,24;4,067;;5.795,32;7.739,55;1.122,97;;;;;19,695;;
2010-03-05;62,791;34,08;;;9,68;43,10;;0,23;4,063;;5.877,36;7.853,09;1.138,70;;;;;;;
2010-03-08;63,399;33,965;;;9,747;43,23;;0,22;4,05;;5.875,91;7.844,88;1.138,50;;;;;20,18;;
2010-03-09;64,266;33,995;;;9,778;43,28;;;4,22;;5.885,89;7.826,63;1.140,45;;;;;20,00;;
2010-03-10;64,286;34,015;;;9,811;44,035;;;4,213;;5.936,72;7.926,49;1.145,61;;;;;19,76;;
2010-03-11;64,296;33,70;;;9,905;44,24;;;4,267;;5.928,63;7.903,34;1.150,24;;;;;;;
2010-03-12;63,778;33,50;;;9,885;44,255;;0,22;4,333;;5.945,11;7.926,30;1.149,99;;;;;;;
2010-03-15;63,827;33,44;;;9,808;43,72;;0,20;4,61;;5.903,56;7.851,36;1.150,51;;;;;20,48;;
2010-03-16;64,057;33,635;;;9,838;44,15;;;4,498;;5.970,99;7.930,83;1.159,46;;;;;20,58;;
2010-03-17;64,306;34,50;;;9,86;44,55;;;4,50;;6.024,28;8.016,02;1.166,21;;;;;21,04;;
2010-03-18;64,206;34,60;;;9,864;44,755;;;;;6.012,31;7.987,22;1.165,83;;;;;21,185;;
2010-03-19;63,798;34,40;;;9,89;44,30;;;4,50;;5.982,43;7.961,46;1.159,90;;;;;21,06;;
2010-03-22;63,748;34,90;;;9,85;44,71;;;4,447;;5.987,50;7.975,87;1.165,81;;;;;20,60;;
2010-03-23;63,977;35,22;;;9,871;44,935;;;4,48;;6.017,27;8.034,20;1.174,17;;;;;20,765;;
2010-03-24;63,967;35,34;;;9,823;44,865;;;4,533;;6.039,00;8.064,52;1.167,72;;;;;;;
2010-03-25;64,585;35,755;;;9,877;45,34;;;4,543;;6.132,95;8.171,22;1.165,73;;;;;20,775;;
2010-03-26;64,286;35,29;;;9,871;45,25;;;5,097;;6.120,05;8.162,59;1.166,59;;;;;20,80;;
2010-03-29;64,784;35,68;;;9,95;45,52;;0,20;5,32;;6.156,85;8.190,89;1.173,22;;;;;20,525;;
2010-03-30;65,612;35,61;;;9,986;45,725;;0,22;5,20;;6.142,45;8.140,75;1.173,27;;;;;20,455;;
2010-03-31;65,382;35,86;;;10,035;45,92;;0,25;5,333;;6.153,55;8.143,46;1.169,43;;;;;20,40;;
2010-04-01;66,06;36,365;;;10,02;47,00;;;5,182;;6.235,56;8.305,43;1.178,10;;;;;20,76;;
2010-04-05;;;;;;;;;;;;;1.187,44;;;;;;;
2010-04-06;66,12;36,04;;;10,08;47,055;;0,25;5,328;;6.252,21;8.380,20;1.189,44;;;;;20,955;9,045;
2010-04-07;66,18;35,985;;;10,065;46,625;;0,22;5,237;;6.222,41;8.367,01;1.182,45;;;;;21,35;8,95;0,922
2010-04-08;65,901;35,935;;;9,972;46,25;;0,22;5,20;;6.171,83;8.255,33;1.186,44;;;;;21,18;8,953;0,932
2010-04-09;67,615;36,00;;;10,04;46,97;;0,26;5,30;;6.249,70;8.400,84;1.194,37;;;;;21,125;8,908;0,91
2010-04-12;67,794;36,04;;;10,07;46,92;;0,27;5,333;;6.250,69;8.374,36;1.196,48;;;;;21,29;8,93;0,914
2010-04-13;67,136;35,86;;;10,065;46,64;;0,27;5,317;;6.230,83;8.326,88;1.197,30;;;;;21,62;8,873;0,926
2010-04-14;67,366;36,295;;;10,125;46,685;;0,23;5,583;;6.278,40;8.457,52;1.210,65;;;;;21,75;8,847;0,924
2010-04-15;67,445;36,58;;;10,11;46,53;;;5,63;;6.291,45;8.495,04;1.211,67;;;;;21,92;9,425;0,93
2010-04-16;66,648;36,00;;;10,00;45,95;;;5,57;;6.180,90;8.391,92;1.192,13;;;;;22,115;9,165;0,952
2010-04-19;66,419;35,855;;;9,986;45,65;;;5,68;;6.162,44;8.308,24;1.197,52;;;;;21,69;8,88;0,942
2010-04-20;66,947;36,19;;;10,03;46,10;;;5,753;;6.264,23;8.486,12;1.207,17;;;;;22,00;9,00;0,937
2010-04-21;66,269;36,315;;;9,965;46,415;;0,23;5,76;;6.230,38;8.480,42;1.205,94;;;;;;8,943;0,929
2010-04-22;65,921;36,40;;;9,893;46,165;;0,20;5,633;;6.168,72;8.332,70;1.208,67;;;;;21,85;8,82;0,943
2010-04-23;62,432;37,00;;;9,914;47,75;;0,21;5,533;;6.259,53;8.540,66;1.217,28;;;;;21,90;8,95;0,97
2010-04-26;62,033;37,34;;;9,90;48,545;;;5,428;;6.332,10;8.641,73;1.212,05;;;;;22,685;9,108;1,038
2010-04-27;60,837;36,85;;;9,711;47,105;;;5,525;;6.159,51;8.343,06;1.183,71;;;;;22,83;9,007;1,128
2010-04-28;60,708;35,765;;;9,644;46,40;;;5,45;;6.084,34;8.218,73;1.191,36;;;;;23,24;8,818;1,169
2010-04-29;60,807;35,985;;;9,776;45,925;;0,21;5,663;;6.144,91;8.420,53;1.206,78;;;;;22,80;9,073;1,158
2010-04-30;61,655;36,225;;;9,779;43,98;;0,20;5,60;;6.135,70;8.359,15;1.186,69;;;;;;8,818;1,173
2010-05-03;62,392;36,10;;;9,878;44,595;;;5,58;;6.166,92;8.432,56;1.202,26;;;;;22,885;8,83;1,163
2010-05-04;61,685;35,75;;;8,91;43,065;;;5,417;;6.006,86;8.148,49;1.173,60;;;;;22,54;8,745;1,169
2010-05-05;61,087;35,675;;;8,892;42,495;;;5,167;;5.958,45;7.985,08;1.165,87;;;;;21,71;8,46;1,191
2010-05-06;60,04;35,62;;;8,83;42,55;;0,20;5,085;;5.908,26;7.890,85;1.128,15;;;;;21,60;8,398;1,162
2010-05-07;57,977;34,60;;;8,55;41,00;;0,18;4,94;;5.715,09;7.636,77;1.110,88;;;;;20,63;7,932;1,13
2010-05-10;59,382;35,455;;;8,80;43,74;;0,23;5,167;;6.017,91;8.169,78;1.159,73;;;;;21,895;8,485;1,138
2010-05-11;59,552;35,65;;;8,818;43,565;;;5,167;;6.037,71;8.173,60;1.155,79;;;;;;8,328;1,178
2010-05-12;61,047;36,05;;;9,071;45,00;;;5,403;;6.183,49;8.459,71;1.171,67;;;;;21,30;8,75;1,129
2010-05-13;61,007;35,67;;;9,21;45,675;;;5,35;;6.251,97;8.508,01;1.157,44;;;;;;8,79;1,115
2010-05-14;59,382;35,15;;;8,94;44,38;;;5,25;;6.056,71;8.288,32;1.135,68;;;;;21,21;8,568;1,135
2010-05-17;59,173;35,08;;;9,015;44,68;;0,23;5,333;;6.066,92;8.171,70;1.136,94;;;;;21,17;8,472;1,128
2010-05-18;60,05;35,405;;;9,096;45,50;;0,25;5,333;;6.155,93;8.320,75;1.120,80;;;;;21,245;8,565;1,131
2010-05-19;59,004;35,14;;;8,915;43,79;;0,24;5,34;;5.988,67;8.025,27;1.115,05;;;;;20,60;8,38;1,135
2010-05-20;58,326;34,86;;;8,928;42,37;;0,19;5,283;;5.867,88;7.774,88;1.071,59;;;;;21,605;7,77;1,155
2010-05-21;57,409;34,39;;;8,818;42,00;;;5,07;;5.829,25;7.785,50;1.087,69;;;;;18,995;7,698;1,084
2010-05-24;57,12;34,49;;;8,797;41,875;;;5,083;;5.805,68;7.763,31;1.073,65;;;;;20,35;7,705;1,099
2010-05-25;56,352;33,965;;;8,787;40,705;;0,19;4,823;;5.670,04;7.428,57;1.074,03;;;;;19,90;7,455;1,11
2010-05-26;56,611;34,48;;;8,928;41,56;;0,22;5,105;;5.758,02;7.664,57;1.067,95;;;;;;8,22;1,162
2010-05-27;58,156;34,70;;;9,113;43,305;;0,22;5,133;;5.937,14;7.949,55;1.103,06;;;;;;8,26;1,125
2010-05-28;58,565;34,69;;;9,154;42,85;;0,24;5,298;;5.946,18;7.959,75;1.089,41;;;;;20,94;8,45;1,109
2010-05-31;58,146;35,225;;;9,115;43,06;;;5,267;;5.964,33;8.023,60;;;;;;20,90;8,275;1,018
2010-06-01;58,425;35,84;;;9,187;43,035;;0,19;5,30;;5.981,27;7.967,90;1.070,71;;;;;20,45;8,40;1,09
2010-06-02;58,376;35,97;;;9,278;42,81;;;5,317;;5.981,20;7.993,54;1.098,38;;;;;20,51;8,648;1,094
2010-06-03;58,864;36,55;;;9,302;43,54;;;5,473;;6.054,63;8.129,99;1.102,83;;;;;21,43;8,708;1,053
2010-06-04;58,077;36,245;;;9,203;42,74;;0,19;5,307;;5.938,88;7.943,45;1.064,88;;;;;21,295;8,528;1,059
2010-06-07;57,768;36,15;;;9,159;42,805;;0,20;5,25;;5.904,95;7.864,92;1.050,47;;;;;21,00;8,432;1,084
2010-06-08;56,073;35,925;;;9,09;43,10;;;5,287;;5.868,55;7.744,46;1.062,00;;;;;20,51;8,30;1,066
2010-06-09;56,263;36,235;;;9,228;44,20;28,85;;5,293;;5.984,75;7.980,54;1.055,69;;;;;20,705;8,313;1,074
2010-06-10;56,412;36,215;;;9,385;44,79;28,40;;5,293;;6.056,59;8.208,09;1.086,84;;;;;21,29;8,22;1,077
2010-06-11;56,004;36,30;;;9,404;44,89;;;5,303;;6.047,83;8.238,39;1.091,60;;;;;20,575;8,203;1,081
2010-06-14;56,701;36,57;;;9,48;45,75;28,40;;5,24;;6.125,00;8.398,10;1.089,63;;;;;;8,243;1,063
2010-06-15;57,10;36,695;;;9,611;45,90;29,75;;5,233;;6.175,05;8.453,73;1.115,23;;;;;;8,275;1,06
2010-06-16;57,03;36,93;;;9,61;46,455;;;5,167;;6.190,91;8.414,97;1.114,61;;;;;21,00;8,203;1,074
2010-06-17;56,711;37,44;;;9,704;46,56;29,75;0,20;5,135;;6.223,54;8.448,42;1.116,04;;;;;21,28;8,20;1,045
2010-06-18;56,91;37,58;;;9,653;46,215;29,35;0,19;5,267;;6.216,98;8.464,30;1.117,51;;;;;;8,27;1,044
2010-06-21;57,608;37,575;;;9,656;46,895;;0,20;5,267;;6.292,97;8.509,41;1.113,20;;;;;21,415;8,368;1,036
2010-06-22;56,96;37,68;;;9,709;46,74;29,35;;5,27;;6.269,04;8.459,68;1.095,31;;;;;20,99;8,342;1,077
2010-06-23;56,173;37,475;;;9,689;46,83;28,75;;5,417;;6.204,52;8.386,47;1.092,04;;;;;;8,238;1,107
2010-06-24;55,256;37,17;;;9,58;46,26;28,56;;5,327;;6.115,48;8.233,16;1.073,69;;;;;20,82;8,113;1,161
2010-06-25;54,967;37,13;;;9,74;46,16;;;5,397;;6.070,60;8.163,98;1.076,76;;;;;20,34;8,00;1,219
2010-06-28;54,897;37,35;;;9,897;47,545;;;5,397;;6.157,22;8.320,93;1.074,57;;;;;;8,16;1,082
2010-06-29;53,143;36,80;;;9,695;45,29;;;5,313;;5.952,03;8.009,02;1.041,24;;;;;;7,867;
2010-06-30;53,542;36,68;;;9,703;45,11;28,56;;5,233;;5.965,52;8.008,67;1.030,71;;;;;20,10;7,778;1,046
2010-07-01;53,073;36,44;;;9,72;43,90;27,00;;5,352;;5.857,43;7.810,82;1.027,37;;;;;19,105;7,457;1,018
2010-07-02;53,173;35,86;;;9,534;43,84;;;5,327;;5.834,15;7.829,90;1.022,58;;;;;19,08;7,515;1,012
2010-07-05;53,173;35,70;;;9,645;43,345;;;5,34;;5.816,20;7.839,12;;;;;;19,345;7,475;0,986
2010-07-06;54,20;36,65;;;9,772;44,58;;;5,467;;5.940,98;8.091,32;1.028,06;;;;;19,03;7,575;1,079
2010-07-07;54,618;36,97;;;9,945;44,50;;;5,517;;5.992,86;8.104,09;1.060,27;;;;;19,095;7,69;1,038
2010-07-08;54,897;36,80;;;9,971;45,01;;;5,428;;6.035,66;8.159,29;1.070,25;;;;;19,65;7,805;1,048
2010-07-09;54,738;37,22;;;9,973;45,745;27,00;;5,535;;6.065,24;8.218,42;1.077,96;;;;;;7,75;1,051
2010-07-12;54,768;37,275;;;9,886;46,03;28,80;;5,50;;6.077,19;8.243,10;1.078,75;;;;;20,28;8,08;1,055
2010-07-13;55,206;37,46;;;10,025;46,50;29,10;0,20;5,467;;6.191,13;8.406,26;1.095,34;;;;;20,55;8,273;1,061
2010-07-14;54,877;37,86;;;10,08;46,36;29,00;0,25;5,493;;6.209,76;8.374,56;1.095,17;;;;;;8,137;0,975
2010-07-15;54,508;37,50;;;10,18;45,87;;0,20;5,567;;6.149,36;8.283,38;1.096,48;;;;;20,95;8,00;1,11
2010-07-16;52,156;37,25;;;10,04;44,96;29,00;;5,493;;6.040,27;8.137,03;1.064,88;;;;;20,50;7,955;1,117
2010-07-19;52,196;37,195;;;10,12;44,495;28,10;;5,53;;6.009,11;8.108,61;1.071,25;;;;;20,335;7,815;1,126
2010-07-20;52,226;36,775;;;10,005;44,20;;;5,457;;5.967,49;8.037,17;1.083,48;;;;;;7,89;1,143
2010-07-21;52,465;36,795;;;10,055;44,44;28,10;;5,75;;5.990,38;8.173,55;1.069,59;;;;;20,90;8,087;1,164
2010-07-22;53,671;37,25;;;10,27;45,99;28,50;0,20;5,90;;6.142,15;8.414,38;1.093,67;;;;;;8,13;1,224
2010-07-23;53,322;37,345;;;10,21;46,71;28,50;0,16;6,033;;6.166,34;8.500,73;1.102,66;;;;;;8,203;1,243
2010-07-26;53,492;37,265;;;10,255;46,74;29,00;0,16;6,033;;6.194,21;8.616,30;1.115,01;;;;;;8,198;1,262
2010-07-27;54,329;36,43;;;10,325;46,11;29,98;0,25;6,067;;6.207,31;8.555,65;1.113,84;;;;;21,07;8,30;1,306
2010-07-28;54,479;35,97;;;10,25;45,33;29,98;;5,72;;6.178,94;8.495,10;1.106,13;;;;;21,10;8,29;1,367
2010-07-29;54,339;35,495;;;10,34;44,38;30,50;;5,697;;6.134,70;8.405,41;1.101,53;;;;;20,93;8,295;1,252
2010-07-30;54,01;35,04;;;10,31;44,81;;;5,65;;6.147,97;8.366,58;1.101,60;;;;;21,175;8,267;1,261
2010-08-02;55,565;35,42;;;10,45;46,315;;;5,832;;6.292,13;8.578,38;1.125,86;;;;;21,00;8,50;1,232
2010-08-03;55,595;35,00;;;10,415;45,90;;0,25;5,917;;6.307,91;8.568,19;1.120,46;;;;;20,805;8,62;1,214
2010-08-04;55,984;35,40;;;10,50;46,45;;0,22;5,90;;6.331,33;8.599,89;1.127,24;;;;;20,72;8,413;1,183
2010-08-05;55,605;35,54;19,26;;10,21;45,565;30,50;0,20;5,917;;6.333,58;8.653,13;1.125,81;;;;;21,40;8,55;1,174
2010-08-06;55,077;35,03;18,925;;10,155;44,745;30,52;;5,918;;6.259,63;8.582,21;1.121,64;;;;;21,00;8,392;1,171
2010-08-09;55,804;35,605;19,37;;10,315;45,755;;;5,983;;6.351,60;8.689,12;1.127,79;;;;;;8,587;1,171
2010-08-10;55,316;35,54;19,15;;10,24;45,345;;;5,983;;6.286,25;8.553,56;1.121,06;;;;;21,46;8,462;1,173
2010-08-11;54,01;34,98;19,17;;10,125;44,31;;;5,833;;6.154,07;8.318,39;1.089,47;;;;;21,22;8,275;1,188
2010-08-12;53,452;34,97;19,07;;10,39;44,565;;0,20;5,753;;6.135,17;8.241,78;1.083,61;;;;;21,10;8,292;1,203
2010-08-13;53,043;34,86;19,08;;10,485;43,80;;0,18;5,84;;6.110,41;8.267,47;1.079,25;;;;;21,60;8,328;1,105
2010-08-16;52,625;34,91;19,03;;10,58;43,66;;;5,893;;6.110,57;8.283,02;1.079,38;;;;;21,01;8,19;1,232
2010-08-17;53,901;35,37;19,28;;10,51;44,70;30,52;;5,93;;6.206,40;8.438,28;1.092,54;;;;;20,785;8,28;1,255
2010-08-18;54,12;35,32;19,12;;10,415;44,475;29,53;0,18;5,927;;6.186,31;8.430,62;1.094,16;;;;;20,635;8,44;1,27
2010-08-19;53,522;35,125;18,965;;10,205;43,47;29,53;0,22;5,93;;6.075,13;8.345,50;1.075,63;;;;;;8,347;1,288
2010-08-20;53,203;34,995;19,195;;10,105;42,55;27,84;;5,93;;6.005,16;8.189,53;1.071,69;;;;;20,505;8,153;1,298
2010-08-23;53,253;35,22;19,16;;10,225;42,735;27,84;0,22;5,60;;6.010,91;8.253,40;1.067,36;;;;;20,915;8,198;1,31
2010-08-24;52,734;34,92;19,15;;10,175;41,90;28,58;0,17;5,667;;5.935,44;8.103,00;1.051,87;;;;;20,28;7,99;1,331
2010-08-25;52,087;34,76;19,10;;10,235;41,345;27,85;0,20;5,533;;5.899,50;8.006,42;1.055,33;;;;;20,00;7,945;1,386
2010-08-26;51,837;34,725;18,90;;10,17;41,945;27,85;0,18;5,657;;5.912,58;8.079,83;1.047,22;;;;;20,49;8,055;1,438
2010-08-27;52,236;34,785;18,57;;10,405;42,025;28,75;;5,657;;5.951,17;8.116,38;1.064,59;;;;;20,40;8,068;1,273
2010-08-30;51,897;34,65;18,68;;10,335;41,625;28,75;0,18;5,623;;5.912,41;8.108,52;1.048,92;;;;;20,50;8,16;1,449
2010-08-31;51,508;34,455;18,58;;10,39;41,635;28,25;0,17;5,615;;5.925,22;8.149,15;1.049,33;;;;;20,90;7,997;1,479
2010-09-01;52,117;35,185;18,67;;10,46;43,00;;;5,693;;6.083,90;8.392,21;1.080,29;;;;;21,05;8,25;1,189
2010-09-02;52,396;35,33;18,61;;10,375;43,025;;;5,60;;6.083,85;8.463,57;1.090,10;;;;;21,00;8,16;1,46
2010-09-03;53,053;35,685;18,935;;10,365;43,34;28,25;;5,80;;6.134,62;8.507,83;1.104,51;;;;;20,485;8,182;1,183
2010-09-06;54,03;35,655;19,00;;10,37;43,385;;;5,903;;6.155,04;8.508,33;;;;;;;8,285;1,444
2010-09-07;53,671;35,30;18,97;;10,355;43,00;29,45;;5,783;;6.117,89;8.463,66;1.091,84;;;;;21,475;8,22;1,461
2010-09-08;54,06;35,45;18,88;;10,445;43,09;29,95;;5,72;;6.164,44;8.518,56;1.098,87;;;;;21,50;8,125;1,34
2010-09-09;53,671;36,355;18,975;;10,50;43,505;;0,17;;;6.221,52;8.659,95;1.104,18;;;;;21,50;8,415;1,204
2010-09-10;53,283;35,79;18,70;;10,445;43,695;;0,18;5,745;;6.214,77;8.677,69;1.109,55;;;;;21,995;8,35;1,479
2010-09-13;53,352;36,095;19,05;;10,50;44,69;29,95;0,19;5,783;;6.261,68;8.740,05;1.121,90;;;;;21,465;8,395;1,503
2010-09-14;52,376;36,73;19,50;;10,47;45,165;29,00;;5,767;;6.275,41;8.761,19;1.121,10;;;;;21,425;8,222;1,503
2010-09-15;52,276;36,59;19,23;;10,48;45,02;29,05;;5,992;;6.261,87;8.732,30;1.125,07;;;;;21,995;8,087;1,467
2010-09-16;51,967;36,595;19,16;;10,44;45,20;29,05;0,19;5,99;;6.249,65;8.692,03;1.124,66;;;;;;8,01;1,459
2010-09-17;50,831;36,96;19,30;;10,33;44,77;28,25;0,20;6,05;;6.209,76;8.722,01;1.125,59;;;;;22,00;8,042;1,436
2010-09-20;50,93;37,075;19,43;;10,43;45,455;28,30;;6,038;;6.294,58;8.803,23;1.142,71;;;;;;8,002;1,442
2010-09-21;51,05;37,09;19,245;;10,30;45,275;28,90;0,20;6,05;;6.275,98;8.827,59;1.139,78;;;;;;8,035;1,403
2010-09-22;50,512;36,45;18,26;;10,135;45,575;;0,19;5,873;;6.208,33;8.714,36;1.134,28;;;;;21,50;7,767;1,393
2010-09-23;50,113;36,64;18,41;;10,11;45,625;28,90;0,18;5,873;;6.184,71;8.654,80;1.124,83;;;;;21,40;7,685;1,387
2010-09-24;50,233;36,79;18,34;;10,22;46,915;29,50;;5,898;;6.298,30;8.808,09;1.148,67;;;;;22,06;7,633;1,401
2010-09-27;50,053;36,97;18,30;;10,135;46,595;29,50;;5,982;;6.278,89;8.794,92;1.142,16;;;;;22,205;7,70;1,253
2010-09-28;49,993;36,81;18,15;;10,14;46,87;29,55;;6,017;;6.276,09;8.820,00;1.147,70;;;;;21,865;7,577;1,245
2010-09-29;49,66;36,48;17,98;;10,12;46,46;29,35;;5,933;;6.246,92;8.785,85;1.144,73;;;;;;7,635;1,234
2010-09-30;49,386;36,285;18,00;;10,035;46,255;29,40;;5,807;;6.229,02;8.768,03;1.141,20;;;;;21,785;7,61;1,24
2010-10-01;49,39;36,59;17,75;;10,05;46,87;;;5,77;;6.211,34;8.763,35;1.146,24;;;;;21,995;7,622;1,243
2010-10-04;49,077;36,175;17,41;;9,98;46,46;29,40;;5,783;;6.134,21;8.706,69;1.137,03;;;;;;7,80;1,233
2010-10-05;48,977;36,735;17,64;;10,06;47,245;29,65;0,18;5,833;;6.215,83;8.811,39;1.160,75;;;;;;7,835;1,111
2010-10-06;48,972;36,585;17,49;;10,05;48,505;29,65;0,19;;;6.270,73;8.850,81;1.159,97;;;;;22,17;7,84;1,235
2010-10-07;49,226;36,60;17,735;;10,01;47,77;29,60;0,22;5,833;;6.276,25;8.847,94;1.158,06;;;;;22,00;7,805;1,344
2010-10-08;48,638;36,73;17,575;;9,914;48,73;29,80;0,22;;;6.291,67;8.926,08;1.165,15;;;;;;7,71;1,365
2010-10-11;48,862;36,855;17,70;;9,955;48,60;29,80;0,15;5,913;;6.309,51;8.985,80;1.165,32;;;;;;7,782;1,367
2010-10-12;47,841;37,275;17,84;;9,884;48,48;29,30;;5,667;;6.304,57;8.997,94;1.169,77;;;;;22,00;7,925;1,276
2010-10-13;48,414;37,945;17,96;;10,045;49,705;29,30;0,15;5,723;;6.434,52;9.158,38;1.178,10;;;;;;7,702;1,388
2010-10-14;48,862;38,085;17,92;;9,97;50,14;29,90;0,20;5,783;;6.455,27;9.161,36;1.173,81;;;;;22,30;7,773;1,461
2010-10-15;49,445;38,16;18,10;;10,105;50,97;31,06;0,15;5,733;;6.492,30;9.170,39;1.176,19;;;;;;7,648;1,462
2010-10-18;50,083;37,74;18,48;;10,055;51,03;31,40;0,16;5,83;;6.516,63;9.180,04;1.184,71;;;;;22,14;7,688;1,396
2010-10-19;49,993;37,345;18,27;;10,065;50,64;30,85;;5,75;;6.490,69;9.131,84;1.165,90;;;;;22,20;7,698;1,386
2010-10-20;49,984;37,265;18,08;;10,07;51,93;31,25;;5,77;;6.524,55;9.208,43;1.178,17;;;;;21,855;7,57;1,404
2010-10-21;50,372;37,70;18,21;;10,13;52,80;;;5,77;;6.611,01;9.287,51;1.180,26;;;;;22,065;7,635;1,391
2010-10-22;50,163;38,04;18,21;;10,055;52,77;31,25;0,16;5,767;;6.605,84;9.305,93;1.183,08;;;;;22,195;7,95;1,392
2010-10-25;50,243;38,175;18,10;;10,04;53,11;31,50;0,17;5,717;;6.639,21;9.363,62;1.185,62;;;;;21,94;8,057;1,449
2010-10-26;50,303;38,30;18,31;;10,13;52,69;;;5,617;;6.613,80;9.323,92;1.185,64;;;;;22,33;7,898;1,514
2010-10-27;50,582;37,23;18,73;;10,13;52,22;;;5,417;;6.568,00;9.254,26;1.182,45;;;;;;7,887;1,515
2010-10-28;51,03;37,085;18,76;;10,44;52,37;;;5,50;;6.595,28;9.255,97;1.183,78;;;;;22,50;7,925;1,518
2010-10-29;51,329;37,47;19,19;;10,41;52,28;;;5,765;;6.601,37;9.301,26;1.183,26;;;;;23,365;7,742;1,528
2010-11-01;51,05;37,20;19,48;;10,45;52,57;;;5,652;;6.604,86;9.350,21;1.184,38;;;;;;7,838;1,36
2010-11-02;51,319;37,385;19,415;;10,535;54,23;31,50;;5,60;;6.654,31;9.397,11;1.193,57;;;;;23,40;7,865;1,31
2010-11-03;50,93;36,93;19,345;;10,45;54,09;31,45;0,17;5,553;;6.617,80;9.373,57;1.197,96;;;;;23,30;7,847;1,303
2010-11-04;51,339;37,075;19,135;;10,27;56,15;31,45;0,18;5,50;;6.734,69;9.456,47;1.221,06;;;;;23,215;8,05;1,265
2010-11-05;51,12;37,31;19,03;;10,215;57,17;31,75;0,17;5,517;;6.754,20;9.450,82;1.225,85;;;;;23,345;8,25;1,291
2010-11-08;50,452;37,28;19,445;;10,125;56,75;31,75;;5,55;;6.750,50;9.452,55;1.223,25;;;;;23,285;8,142;1,388
2010-11-09;50,273;37,39;19,445;;10,22;57,41;30,60;;5,583;;6.787,81;9.507,22;1.213,40;;;;;23,81;8,283;1,402
2010-11-10;50,831;37,04;19,64;;10,19;56,09;31,45;;5,507;;6.719,84;9.429,41;1.218,71;;;;;23,26;8,302;1,336
2010-11-11;50,083;36,93;19,44;;10,165;56,63;;;5,552;;6.723,41;9.363,99;1.213,54;;;;;23,885;8,23;1,412
2010-11-12;49,734;36,74;19,15;;10,11;56,12;;;5,517;;6.734,61;9.349,62;1.199,21;;;;;23,875;8,15;1,429
2010-11-15;49,635;36,695;19,31;;10,105;57,18;;;5,765;;6.790,17;9.423,97;1.197,75;;;;;23,80;8,19;1,413
2010-11-16;49,186;36,20;19,00;;10,00;54,98;31,45;;5,673;;6.663,24;9.170,78;1.178,34;;;;;23,625;7,995;1,418
2010-11-17;49,361;36,255;19,00;;10,03;55,49;30,65;0,17;5,667;;6.700,07;9.223,01;1.178,59;;;;;23,625;8,002;1,422
2010-11-18;49,904;36,665;19,10;;10,14;57,26;;1,85;5,683;;6.832,11;9.396,53;1.196,69;;;;;;8,038;1,451
2010-11-19;49,615;36,545;18,805;;10,11;57,40;30,65;1,73;5,883;;6.843,55;9.412,50;1.199,73;;;;;23,235;8,05;1,388
2010-11-22;49,396;36,26;18,82;;10,03;57,82;31,00;1,73;5,737;;6.822,05;9.383,11;1.197,84;;;;;;7,96;1,50
2010-11-23;48,518;36,20;18,71;;9,90;56,68;30,15;1,67;5,833;;6.705,00;9.174,34;1.180,73;;;;;23,00;7,99;1,516
2010-11-24;48,628;35,84;18,99;;9,989;58,67;;;5,667;;6.823,80;9.356,39;1.198,35;;;;;23,38;8,188;1,555
2010-11-25;48,872;36,26;18,95;;9,992;59,18;;;5,667;;6.879,66;9.484,02;;;;;;23,565;8,252;1,589
2010-11-26;48,738;36,505;19,115;;9,968;58,36;30,15;;5,75;;6.848,98;9.458,54;1.189,40;;;;;23,355;8,19;1,638
2010-11-29;47,93;35,905;19,125;;9,866;56,29;29,50;1,67;5,56;;6.697,97;9.260,45;1.187,76;;;;;22,795;8,44;1,564
2010-11-30;47,801;35,94;19,37;;9,866;57,50;;1,66;5,557;;6.688,49;9.289,96;1.180,55;;;;;;8,455;1,718
2010-12-01;48,518;36,235;19,78;;10,05;59,26;;1,64;5,617;;6.866,63;9.518,23;1.206,07;;;;;;8,868;1,582
2010-12-02;48,528;36,30;20,20;;10,015;59,95;29,50;;5,733;;6.957,61;9.759,30;1.221,53;;;;;23,985;9,163;1,653
2010-12-03;48,399;36,665;20,09;;9,959;59,19;29,70;;5,833;;6.947,72;9.783,56;1.224,71;;;;;;9,292;1,558
2010-12-06;48,125;36,615;20,25;;9,849;60,02;29,70;1,64;5,817;;6.954,38;9.845,69;1.223,12;;;;;23,785;9,30;1,648
2010-12-07;48,239;37,00;20,21;;9,857;61,15;29,75;1,66;5,783;;7.001,91;9.921,16;1.223,75;;;;;24,00;9,273;1,661
2010-12-08;48,314;36,665;20,46;;9,862;60,98;29,65;1,66;5,783;;6.975,87;9.890,16;1.228,28;;;;;24,10;9,305;1,689
